,timestamp,customer_no,location,day,day_id
159,2019-09-03 18:04:00,1001,dairy,tuesday,1001-tue
160,2019-09-03 18:05:00,1001,dairy,tuesday,1001-tue
161,2019-09-03 18:06:00,1001,dairy,tuesday,1001-tue
162,2019-09-03 18:07:00,1001,dairy,tuesday,1001-tue
163,2019-09-03 18:08:00,1001,drinks,tuesday,1001-tue
164,2019-09-03 18:09:00,1001,drinks,tuesday,1001-tue
165,2019-09-03 18:10:00,1001,spices,tuesday,1001-tue
166,2019-09-03 18:11:00,1001,spices,tuesday,1001-tue
167,2019-09-03 18:12:00,1001,spices,tuesday,1001-tue
168,2019-09-03 18:13:00,1001,checkout,tuesday,1001-tue
169,2019-09-04 16:53:00,1001,spices,wednesday,1001-wed
170,2019-09-04 16:54:00,1001,spices,wednesday,1001-wed
171,2019-09-04 16:55:00,1001,drinks,wednesday,1001-wed
172,2019-09-04 16:56:00,1001,checkout,wednesday,1001-wed
173,2019-09-06 17:19:00,1002,dairy,friday,1002-fri
174,2019-09-06 17:20:00,1002,dairy,friday,1002-fri
175,2019-09-06 17:21:00,1002,dairy,friday,1002-fri
176,2019-09-06 17:22:00,1002,dairy,friday,1002-fri
177,2019-09-06 17:23:00,1002,dairy,friday,1002-fri
178,2019-09-06 17:24:00,1002,dairy,friday,1002-fri
179,2019-09-06 17:25:00,1002,dairy,friday,1002-fri
180,2019-09-06 17:26:00,1002,fruit,friday,1002-fri
181,2019-09-06 17:27:00,1002,fruit,friday,1002-fri
182,2019-09-06 17:28:00,1002,dairy,friday,1002-fri
183,2019-09-06 17:29:00,1002,checkout,friday,1002-fri
184,2019-09-02 17:45:00,1002,drinks,monday,1002-mon
185,2019-09-02 17:46:00,1002,drinks,monday,1002-mon
186,2019-09-02 17:47:00,1002,drinks,monday,1002-mon
187,2019-09-02 17:48:00,1002,checkout,monday,1002-mon
188,2019-09-05 17:24:00,1002,drinks,thursday,1002-thu
189,2019-09-05 17:25:00,1002,drinks,thursday,1002-thu
190,2019-09-05 17:26:00,1002,drinks,thursday,1002-thu
191,2019-09-05 17:27:00,1002,drinks,thursday,1002-thu
192,2019-09-05 17:28:00,1002,checkout,thursday,1002-thu
193,2019-09-03 17:53:00,1002,fruit,tuesday,1002-tue
194,2019-09-03 17:54:00,1002,fruit,tuesday,1002-tue
195,2019-09-03 17:55:00,1002,fruit,tuesday,1002-tue
196,2019-09-03 17:56:00,1002,fruit,tuesday,1002-tue
197,2019-09-03 17:57:00,1002,checkout,tuesday,1002-tue
198,2019-09-04 16:54:00,1002,dairy,wednesday,1002-wed
199,2019-09-04 16:55:00,1002,dairy,wednesday,1002-wed
200,2019-09-04 16:56:00,1002,checkout,wednesday,1002-wed
201,2019-09-06 17:19:00,1003,dairy,friday,1003-fri
202,2019-09-06 17:20:00,1003,dairy,friday,1003-fri
203,2019-09-06 17:21:00,1003,dairy,friday,1003-fri
204,2019-09-06 17:22:00,1003,dairy,friday,1003-fri
205,2019-09-06 17:23:00,1003,dairy,friday,1003-fri
206,2019-09-06 17:24:00,1003,dairy,friday,1003-fri
207,2019-09-06 17:25:00,1003,dairy,friday,1003-fri
208,2019-09-06 17:26:00,1003,dairy,friday,1003-fri
209,2019-09-06 17:27:00,1003,dairy,friday,1003-fri
210,2019-09-06 17:28:00,1003,checkout,friday,1003-fri
211,2019-09-02 17:46:00,1003,fruit,monday,1003-mon
212,2019-09-02 17:47:00,1003,fruit,monday,1003-mon
213,2019-09-02 17:48:00,1003,dairy,monday,1003-mon
214,2019-09-02 17:49:00,1003,dairy,monday,1003-mon
215,2019-09-02 17:50:00,1003,dairy,monday,1003-mon
216,2019-09-02 17:51:00,1003,dairy,monday,1003-mon
217,2019-09-02 17:52:00,1003,dairy,monday,1003-mon
218,2019-09-02 17:53:00,1003,checkout,monday,1003-mon
219,2019-09-05 17:25:00,1003,spices,thursday,1003-thu
220,2019-09-05 17:26:00,1003,checkout,thursday,1003-thu
221,2019-09-03 17:55:00,1003,fruit,tuesday,1003-tue
222,2019-09-03 17:56:00,1003,fruit,tuesday,1003-tue
223,2019-09-03 17:57:00,1003,fruit,tuesday,1003-tue
224,2019-09-03 17:58:00,1003,fruit,tuesday,1003-tue
225,2019-09-03 17:59:00,1003,fruit,tuesday,1003-tue
226,2019-09-03 18:00:00,1003,spices,tuesday,1003-tue
227,2019-09-03 18:01:00,1003,spices,tuesday,1003-tue
228,2019-09-03 18:02:00,1003,spices,tuesday,1003-tue
229,2019-09-03 18:03:00,1003,drinks,tuesday,1003-tue
230,2019-09-03 18:04:00,1003,drinks,tuesday,1003-tue
231,2019-09-03 18:05:00,1003,drinks,tuesday,1003-tue
232,2019-09-03 18:06:00,1003,fruit,tuesday,1003-tue
233,2019-09-03 18:07:00,1003,fruit,tuesday,1003-tue
234,2019-09-03 18:08:00,1003,drinks,tuesday,1003-tue
235,2019-09-03 18:09:00,1003,drinks,tuesday,1003-tue
236,2019-09-03 18:10:00,1003,drinks,tuesday,1003-tue
237,2019-09-03 18:11:00,1003,spices,tuesday,1003-tue
238,2019-09-03 18:12:00,1003,spices,tuesday,1003-tue
239,2019-09-03 18:13:00,1003,spices,tuesday,1003-tue
240,2019-09-03 18:14:00,1003,dairy,tuesday,1003-tue
241,2019-09-03 18:15:00,1003,dairy,tuesday,1003-tue
242,2019-09-03 18:16:00,1003,fruit,tuesday,1003-tue
243,2019-09-03 18:17:00,1003,fruit,tuesday,1003-tue
244,2019-09-03 18:18:00,1003,fruit,tuesday,1003-tue
245,2019-09-03 18:19:00,1003,dairy,tuesday,1003-tue
246,2019-09-03 18:20:00,1003,spices,tuesday,1003-tue
247,2019-09-03 18:21:00,1003,drinks,tuesday,1003-tue
248,2019-09-03 18:22:00,1003,drinks,tuesday,1003-tue
249,2019-09-03 18:23:00,1003,drinks,tuesday,1003-tue
250,2019-09-03 18:24:00,1003,drinks,tuesday,1003-tue
251,2019-09-03 18:25:00,1003,checkout,tuesday,1003-tue
252,2019-09-04 16:55:00,1003,fruit,wednesday,1003-wed
253,2019-09-04 16:56:00,1003,dairy,wednesday,1003-wed
254,2019-09-04 16:57:00,1003,dairy,wednesday,1003-wed
255,2019-09-04 16:58:00,1003,drinks,wednesday,1003-wed
256,2019-09-04 16:59:00,1003,drinks,wednesday,1003-wed
257,2019-09-04 17:00:00,1003,fruit,wednesday,1003-wed
258,2019-09-04 17:01:00,1003,fruit,wednesday,1003-wed
259,2019-09-04 17:02:00,1003,dairy,wednesday,1003-wed
260,2019-09-04 17:03:00,1003,checkout,wednesday,1003-wed
261,2019-09-06 17:19:00,1004,drinks,friday,1004-fri
262,2019-09-06 17:20:00,1004,spices,friday,1004-fri
263,2019-09-06 17:21:00,1004,dairy,friday,1004-fri
264,2019-09-06 17:22:00,1004,dairy,friday,1004-fri
265,2019-09-06 17:23:00,1004,fruit,friday,1004-fri
266,2019-09-06 17:24:00,1004,fruit,friday,1004-fri
267,2019-09-06 17:25:00,1004,fruit,friday,1004-fri
268,2019-09-06 17:26:00,1004,dairy,friday,1004-fri
269,2019-09-06 17:27:00,1004,dairy,friday,1004-fri
270,2019-09-06 17:28:00,1004,dairy,friday,1004-fri
271,2019-09-06 17:29:00,1004,dairy,friday,1004-fri
272,2019-09-06 17:30:00,1004,dairy,friday,1004-fri
273,2019-09-06 17:31:00,1004,dairy,friday,1004-fri
274,2019-09-06 17:32:00,1004,dairy,friday,1004-fri
275,2019-09-06 17:33:00,1004,dairy,friday,1004-fri
276,2019-09-06 17:34:00,1004,dairy,friday,1004-fri
277,2019-09-06 17:35:00,1004,dairy,friday,1004-fri
278,2019-09-06 17:36:00,1004,dairy,friday,1004-fri
279,2019-09-06 17:37:00,1004,dairy,friday,1004-fri
280,2019-09-06 17:38:00,1004,dairy,friday,1004-fri
281,2019-09-06 17:39:00,1004,dairy,friday,1004-fri
282,2019-09-06 17:40:00,1004,dairy,friday,1004-fri
283,2019-09-06 17:41:00,1004,dairy,friday,1004-fri
284,2019-09-06 17:42:00,1004,dairy,friday,1004-fri
285,2019-09-06 17:43:00,1004,spices,friday,1004-fri
286,2019-09-06 17:44:00,1004,dairy,friday,1004-fri
287,2019-09-06 17:45:00,1004,dairy,friday,1004-fri
288,2019-09-06 17:46:00,1004,dairy,friday,1004-fri
289,2019-09-06 17:47:00,1004,dairy,friday,1004-fri
290,2019-09-06 17:48:00,1004,fruit,friday,1004-fri
291,2019-09-06 17:49:00,1004,fruit,friday,1004-fri
292,2019-09-06 17:50:00,1004,fruit,friday,1004-fri
293,2019-09-06 17:51:00,1004,checkout,friday,1004-fri
294,2019-09-02 17:46:00,1004,drinks,monday,1004-mon
295,2019-09-02 17:47:00,1004,drinks,monday,1004-mon
296,2019-09-02 17:48:00,1004,drinks,monday,1004-mon
297,2019-09-02 17:49:00,1004,checkout,monday,1004-mon
298,2019-09-05 17:25:00,1004,fruit,thursday,1004-thu
299,2019-09-05 17:26:00,1004,drinks,thursday,1004-thu
300,2019-09-05 17:27:00,1004,fruit,thursday,1004-thu
301,2019-09-05 17:28:00,1004,checkout,thursday,1004-thu
302,2019-09-03 17:55:00,1004,dairy,tuesday,1004-tue
303,2019-09-03 17:56:00,1004,dairy,tuesday,1004-tue
304,2019-09-03 17:57:00,1004,spices,tuesday,1004-tue
305,2019-09-03 17:58:00,1004,fruit,tuesday,1004-tue
306,2019-09-03 17:59:00,1004,checkout,tuesday,1004-tue
307,2019-09-04 16:56:00,1004,spices,wednesday,1004-wed
308,2019-09-04 16:57:00,1004,spices,wednesday,1004-wed
309,2019-09-04 16:58:00,1004,spices,wednesday,1004-wed
310,2019-09-04 16:59:00,1004,spices,wednesday,1004-wed
311,2019-09-04 17:00:00,1004,spices,wednesday,1004-wed
312,2019-09-04 17:01:00,1004,dairy,wednesday,1004-wed
313,2019-09-04 17:02:00,1004,dairy,wednesday,1004-wed
314,2019-09-04 17:03:00,1004,dairy,wednesday,1004-wed
315,2019-09-04 17:04:00,1004,dairy,wednesday,1004-wed
316,2019-09-04 17:05:00,1004,dairy,wednesday,1004-wed
317,2019-09-04 17:06:00,1004,dairy,wednesday,1004-wed
318,2019-09-04 17:07:00,1004,dairy,wednesday,1004-wed
319,2019-09-04 17:08:00,1004,dairy,wednesday,1004-wed
320,2019-09-04 17:09:00,1004,checkout,wednesday,1004-wed
321,2019-09-06 17:19:00,1005,spices,friday,1005-fri
322,2019-09-06 17:20:00,1005,fruit,friday,1005-fri
323,2019-09-06 17:21:00,1005,fruit,friday,1005-fri
324,2019-09-06 17:22:00,1005,fruit,friday,1005-fri
325,2019-09-06 17:23:00,1005,drinks,friday,1005-fri
326,2019-09-06 17:24:00,1005,drinks,friday,1005-fri
327,2019-09-06 17:25:00,1005,drinks,friday,1005-fri
328,2019-09-06 17:26:00,1005,checkout,friday,1005-fri
329,2019-09-02 17:48:00,1005,fruit,monday,1005-mon
330,2019-09-02 17:49:00,1005,fruit,monday,1005-mon
331,2019-09-02 17:50:00,1005,fruit,monday,1005-mon
332,2019-09-02 17:51:00,1005,fruit,monday,1005-mon
333,2019-09-02 17:52:00,1005,fruit,monday,1005-mon
334,2019-09-02 17:53:00,1005,spices,monday,1005-mon
335,2019-09-02 17:54:00,1005,dairy,monday,1005-mon
336,2019-09-02 17:55:00,1005,dairy,monday,1005-mon
337,2019-09-02 17:56:00,1005,dairy,monday,1005-mon
338,2019-09-02 17:57:00,1005,dairy,monday,1005-mon
339,2019-09-02 17:58:00,1005,dairy,monday,1005-mon
340,2019-09-02 17:59:00,1005,fruit,monday,1005-mon
341,2019-09-02 18:00:00,1005,fruit,monday,1005-mon
342,2019-09-02 18:01:00,1005,checkout,monday,1005-mon
343,2019-09-05 17:27:00,1005,fruit,thursday,1005-thu
344,2019-09-05 17:28:00,1005,checkout,thursday,1005-thu
345,2019-09-03 17:55:00,1005,dairy,tuesday,1005-tue
346,2019-09-03 17:56:00,1005,dairy,tuesday,1005-tue
347,2019-09-03 17:57:00,1005,dairy,tuesday,1005-tue
348,2019-09-03 17:58:00,1005,dairy,tuesday,1005-tue
349,2019-09-03 17:59:00,1005,checkout,tuesday,1005-tue
350,2019-09-04 16:56:00,1005,spices,wednesday,1005-wed
351,2019-09-04 16:57:00,1005,drinks,wednesday,1005-wed
352,2019-09-04 16:58:00,1005,drinks,wednesday,1005-wed
353,2019-09-04 16:59:00,1005,spices,wednesday,1005-wed
354,2019-09-04 17:00:00,1005,checkout,wednesday,1005-wed
355,2019-09-06 17:21:00,1006,spices,friday,1006-fri
356,2019-09-06 17:22:00,1006,spices,friday,1006-fri
357,2019-09-06 17:23:00,1006,drinks,friday,1006-fri
358,2019-09-06 17:24:00,1006,drinks,friday,1006-fri
359,2019-09-06 17:25:00,1006,fruit,friday,1006-fri
360,2019-09-06 17:26:00,1006,dairy,friday,1006-fri
361,2019-09-06 17:27:00,1006,dairy,friday,1006-fri
362,2019-09-06 17:28:00,1006,fruit,friday,1006-fri
363,2019-09-06 17:29:00,1006,checkout,friday,1006-fri
364,2019-09-02 17:48:00,1006,dairy,monday,1006-mon
365,2019-09-02 17:49:00,1006,fruit,monday,1006-mon
366,2019-09-02 17:50:00,1006,fruit,monday,1006-mon
367,2019-09-02 17:51:00,1006,fruit,monday,1006-mon
368,2019-09-02 17:52:00,1006,checkout,monday,1006-mon
369,2019-09-05 17:28:00,1006,fruit,thursday,1006-thu
370,2019-09-05 17:29:00,1006,fruit,thursday,1006-thu
371,2019-09-05 17:30:00,1006,fruit,thursday,1006-thu
372,2019-09-05 17:31:00,1006,checkout,thursday,1006-thu
373,2019-09-03 17:57:00,1006,spices,tuesday,1006-tue
374,2019-09-03 17:58:00,1006,spices,tuesday,1006-tue
375,2019-09-03 17:59:00,1006,dairy,tuesday,1006-tue
376,2019-09-03 18:00:00,1006,dairy,tuesday,1006-tue
377,2019-09-03 18:01:00,1006,dairy,tuesday,1006-tue
378,2019-09-03 18:02:00,1006,dairy,tuesday,1006-tue
379,2019-09-03 18:03:00,1006,dairy,tuesday,1006-tue
380,2019-09-03 18:04:00,1006,dairy,tuesday,1006-tue
381,2019-09-03 18:05:00,1006,dairy,tuesday,1006-tue
382,2019-09-03 18:06:00,1006,dairy,tuesday,1006-tue
383,2019-09-03 18:07:00,1006,dairy,tuesday,1006-tue
384,2019-09-03 18:08:00,1006,dairy,tuesday,1006-tue
385,2019-09-03 18:09:00,1006,checkout,tuesday,1006-tue
386,2019-09-04 16:56:00,1006,spices,wednesday,1006-wed
387,2019-09-04 16:57:00,1006,spices,wednesday,1006-wed
388,2019-09-04 16:58:00,1006,checkout,wednesday,1006-wed
389,2019-09-06 17:21:00,1007,dairy,friday,1007-fri
390,2019-09-06 17:22:00,1007,checkout,friday,1007-fri
391,2019-09-02 17:48:00,1007,fruit,monday,1007-mon
392,2019-09-02 17:49:00,1007,checkout,monday,1007-mon
393,2019-09-05 17:28:00,1007,drinks,thursday,1007-thu
394,2019-09-05 17:29:00,1007,checkout,thursday,1007-thu
395,2019-09-03 17:57:00,1007,fruit,tuesday,1007-tue
396,2019-09-03 17:58:00,1007,fruit,tuesday,1007-tue
397,2019-09-03 17:59:00,1007,fruit,tuesday,1007-tue
398,2019-09-03 18:00:00,1007,fruit,tuesday,1007-tue
399,2019-09-03 18:01:00,1007,checkout,tuesday,1007-tue
400,2019-09-04 16:56:00,1007,dairy,wednesday,1007-wed
401,2019-09-04 16:57:00,1007,dairy,wednesday,1007-wed
402,2019-09-04 16:58:00,1007,dairy,wednesday,1007-wed
403,2019-09-04 16:59:00,1007,dairy,wednesday,1007-wed
404,2019-09-04 17:00:00,1007,dairy,wednesday,1007-wed
405,2019-09-04 17:01:00,1007,dairy,wednesday,1007-wed
406,2019-09-04 17:02:00,1007,dairy,wednesday,1007-wed
407,2019-09-04 17:03:00,1007,dairy,wednesday,1007-wed
408,2019-09-04 17:04:00,1007,dairy,wednesday,1007-wed
409,2019-09-04 17:05:00,1007,dairy,wednesday,1007-wed
410,2019-09-04 17:06:00,1007,dairy,wednesday,1007-wed
411,2019-09-04 17:07:00,1007,dairy,wednesday,1007-wed
412,2019-09-04 17:08:00,1007,dairy,wednesday,1007-wed
413,2019-09-04 17:09:00,1007,dairy,wednesday,1007-wed
414,2019-09-04 17:10:00,1007,spices,wednesday,1007-wed
415,2019-09-04 17:11:00,1007,drinks,wednesday,1007-wed
416,2019-09-04 17:12:00,1007,drinks,wednesday,1007-wed
417,2019-09-04 17:13:00,1007,checkout,wednesday,1007-wed
418,2019-09-06 17:21:00,1008,fruit,friday,1008-fri
419,2019-09-06 17:22:00,1008,drinks,friday,1008-fri
420,2019-09-06 17:23:00,1008,drinks,friday,1008-fri
421,2019-09-06 17:24:00,1008,drinks,friday,1008-fri
422,2019-09-06 17:25:00,1008,drinks,friday,1008-fri
423,2019-09-06 17:26:00,1008,drinks,friday,1008-fri
424,2019-09-06 17:27:00,1008,drinks,friday,1008-fri
425,2019-09-06 17:28:00,1008,checkout,friday,1008-fri
426,2019-09-02 17:48:00,1008,spices,monday,1008-mon
427,2019-09-02 17:49:00,1008,fruit,monday,1008-mon
428,2019-09-02 17:50:00,1008,checkout,monday,1008-mon
429,2019-09-05 17:28:00,1008,fruit,thursday,1008-thu
430,2019-09-05 17:29:00,1008,fruit,thursday,1008-thu
431,2019-09-05 17:30:00,1008,fruit,thursday,1008-thu
432,2019-09-05 17:31:00,1008,fruit,thursday,1008-thu
433,2019-09-05 17:32:00,1008,dairy,thursday,1008-thu
434,2019-09-05 17:33:00,1008,dairy,thursday,1008-thu
435,2019-09-05 17:34:00,1008,dairy,thursday,1008-thu
436,2019-09-05 17:35:00,1008,dairy,thursday,1008-thu
437,2019-09-05 17:36:00,1008,dairy,thursday,1008-thu
438,2019-09-05 17:37:00,1008,spices,thursday,1008-thu
439,2019-09-05 17:38:00,1008,dairy,thursday,1008-thu
440,2019-09-05 17:39:00,1008,checkout,thursday,1008-thu
